Campus,Location,Student Path,Entry Status,HEGIS at Exit,Major at Exit,NAICS,Industry of Employment,# of Students Found 5 Years After Exit,Median Annual Earnings 5 Years After Exit,Average Annual Earnings 5 Years After Exit
70,Northridge,1,FTF,49012,Liberal Studies,54,"Professional, Scientific, & Technical Skills",39,"$41,478","$43,461"
70,Northridge,1,FTF,49012,Liberal Studies,55,Management of Companies & Enterprises,,,
70,Northridge,1,FTF,49012,Liberal Studies,56,Admin & Support & Waste Mgmt & Remediation,26,"$39,964","$43,211"
70,Northridge,1,FTF,49012,Liberal Studies,61,Educational Services,478,"$45,061","$42,119"
70,Northridge,1,FTF,49012,Liberal Studies,62,Health Care & Social Assistance,96,"$37,455","$36,119"
70,Northridge,1,FTF,49012,Liberal Studies,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTF,49012,Liberal Studies,72,Accommodation & Food Services,17,"$27,354","$28,813"
70,Northridge,1,FTF,49012,Liberal Studies,81,Other Services,21,"$25,058","$25,151"
70,Northridge,1,FTF,49012,Liberal Studies,99,Non-Classified,,,
70,Northridge,1,FTF,49012,Liberal Studies,92,Government,20,"$49,750","$54,651"
70,Northridge,1,FTF,49012,Liberal Studies,,Wages - No NAICS Code,36,"$7,015","$14,718"
70,Northridge,1,FTF,49993,Education,31-33,Manufacturing,,,
70,Northridge,1,FTF,49993,Education,44-45,Retail Trade,,,
70,Northridge,1,FTF,49993,Education,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,1,FTF,49993,Education,61,Educational Services,,,
70,Northridge,1,FTT,00121 + 12032,Undeclared/Unknown,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,1,FTT,00121 + 12032,Undeclared/Unknown,61,Educational Services,8,"$101,888","$106,345"
70,Northridge,1,FTT,00121 + 12032,Undeclared/Unknown,62,Health Care & Social Assistance,30,"$115,245","$109,792"
70,Northridge,1,FTT,00121 + 12032,Undeclared/Unknown,92,Government,8,"$122,829","$117,476"
70,Northridge,1,FTT,00121 + 12032,Undeclared/Unknown,,Wages - No NAICS Code,,,
70,Northridge,1,FTT,3085,Latin/Central American Studies,44-45,Retail Trade,,,
70,Northridge,1,FTT,3085,Latin/Central American Studies,61,Educational Services,,,
70,Northridge,1,FTT,3085,Latin/Central American Studies,,Wages - No NAICS Code,,,
70,Northridge,1,FTT,4011,Biology,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,1,FTT,4011,Biology,21,Mining,,,
70,Northridge,1,FTT,4011,Biology,22,Utilities,,,
70,Northridge,1,FTT,4011,Biology,23,Construction,,,
70,Northridge,1,FTT,4011,Biology,31-33,Manufacturing,44,"$62,033","$66,562"
70,Northridge,1,FTT,4011,Biology,42,Wholesale Trade,15,"$57,718","$61,281"
70,Northridge,1,FTT,4011,Biology,44-45,Retail Trade,52,"$26,349","$34,185"
70,Northridge,1,FTT,4011,Biology,48-49,Transportation & Warehousing,,,
70,Northridge,1,FTT,4011,Biology,51,Information,,,
70,Northridge,1,FTT,4011,Biology,52,Finance & Insurance,13,"$58,847","$58,972"
70,Northridge,1,FTT,4011,Biology,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTT,4011,Biology,54,"Professional, Scientific, & Technical Skills",20,"$44,490","$47,892"
70,Northridge,1,FTT,4011,Biology,55,Management of Companies & Enterprises,,,
70,Northridge,1,FTT,4011,Biology,56,Admin & Support & Waste Mgmt & Remediation,13,"$27,000","$44,319"
70,Northridge,1,FTT,4011,Biology,61,Educational Services,42,"$56,817","$52,135"
70,Northridge,1,FTT,4011,Biology,62,Health Care & Social Assistance,78,"$39,689","$44,370"
70,Northridge,1,FTT,4011,Biology,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTT,4011,Biology,72,Accommodation & Food Services,8,"$26,801","$24,079"
70,Northridge,1,FTT,4011,Biology,81,Other Services,6,"$46,452","$36,856"
70,Northridge,1,FTT,4011,Biology,99,Non-Classified,,,
70,Northridge,1,FTT,4011,Biology,92,Government,20,"$58,262","$55,970"
70,Northridge,1,FTT,4011,Biology,,Wages - No NAICS Code,21,"$2,472","$8,245"
70,Northridge,1,FTT,4111,Microbiology,22,Utilities,,,
70,Northridge,1,FTT,4111,Microbiology,31-33,Manufacturing,15,"$74,667","$74,587"
70,Northridge,1,FTT,4111,Microbiology,44-45,Retail Trade,,,
70,Northridge,1,FTT,4111,Microbiology,48-49,Transportation & Warehousing,,,
70,Northridge,1,FTT,4111,Microbiology,52,Finance & Insurance,,,
70,Northridge,1,FTT,4111,Microbiology,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,1,FTT,4111,Microbiology,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTT,4111,Microbiology,62,Health Care & Social Assistance,5,"$29,144","$36,274"
70,Northridge,1,FTT,4111,Microbiology,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTT,4111,Microbiology,81,Other Services,,,
70,Northridge,1,FTT,4111,Microbiology,92,Government,,,
70,Northridge,1,FTT,4141,Biochemistry,23,Construction,,,
70,Northridge,1,FTT,4141,Biochemistry,31-33,Manufacturing,13,"$58,633","$60,113"
70,Northridge,1,FTT,4141,Biochemistry,42,Wholesale Trade,,,
70,Northridge,1,FTT,4141,Biochemistry,44-45,Retail Trade,,,
70,Northridge,1,FTT,4141,Biochemistry,52,Finance & Insurance,,,
70,Northridge,1,FTT,4141,Biochemistry,54,"Professional, Scientific, & Technical Skills",5,"$44,384","$44,410"
70,Northridge,1,FTT,4141,Biochemistry,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTT,4141,Biochemistry,61,Educational Services,7,"$58,109","$36,471"
70,Northridge,1,FTT,4141,Biochemistry,62,Health Care & Social Assistance,8,"$49,961","$54,294"
70,Northridge,1,FTT,4141,Biochemistry,72,Accommodation & Food Services,,,
70,Northridge,1,FTT,4141,Biochemistry,81,Other Services,,,
70,Northridge,1,FTT,4141,Biochemistry,92,Government,,,
70,Northridge,1,FTT,4152,Biomedical Physics,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,1,FTT,4152,Biomedical Physics,31-33,Manufacturing,,,
70,Northridge,1,FTT,4152,Biomedical Physics,48-49,Transportation & Warehousing,,,
70,Northridge,1,FTT,4152,Biomedical Physics,62,Health Care & Social Assistance,,,
70,Northridge,1,FTT,4152,Biomedical Physics,,Wages - No NAICS Code,,,
70,Northridge,1,FTT,4171,Cell and Molecular Biology,31-33,Manufacturing,16,"$64,391","$63,934"
70,Northridge,1,FTT,4171,Cell and Molecular Biology,42,Wholesale Trade,,,
70,Northridge,1,FTT,4171,Cell and Molecular Biology,44-45,Retail Trade,,,
70,Northridge,1,FTT,4171,Cell and Molecular Biology,52,Finance & Insurance,,,
70,Northridge,1,FTT,4171,Cell and Molecular Biology,54,"Professional, Scientific, & Technical Skills",5,"$55,567","$53,033"
70,Northridge,1,FTT,4171,Cell and Molecular Biology,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTT,4171,Cell and Molecular Biology,61,Educational Services,5,"$57,329","$40,111"
70,Northridge,1,FTT,4171,Cell and Molecular Biology,62,Health Care & Social Assistance,14,"$43,762","$46,231"
70,Northridge,1,FTT,4171,Cell and Molecular Biology,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTT,4171,Cell and Molecular Biology,72,Accommodation & Food Services,,,
70,Northridge,1,FTT,4171,Cell and Molecular Biology,81,Other Services,,,
70,Northridge,1,FTT,4171,Cell and Molecular Biology,92,Government,5,"$60,932","$62,260"
70,Northridge,1,FTT,4171,Cell and Molecular Biology,,Wages - No NAICS Code,,,
70,Northridge,1,FTT,4201,Environmental Biology & Ecology,31-33,Manufacturing,,,
70,Northridge,1,FTT,4201,Environmental Biology & Ecology,44-45,Retail Trade,,,
70,Northridge,1,FTT,4201,Environmental Biology & Ecology,52,Finance & Insurance,,,
70,Northridge,1,FTT,4201,Environmental Biology & Ecology,54,"Professional, Scientific, & Technical Skills",11,"$38,316","$44,383"
70,Northridge,1,FTT,4201,Environmental Biology & Ecology,61,Educational Services,5,"$51,740","$41,343"
70,Northridge,1,FTT,4201,Environmental Biology & Ecology,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTT,4201,Environmental Biology & Ecology,92,Government,,,
70,Northridge,1,FTT,4201,Environmental Biology & Ecology,,Wages - No NAICS Code,,,
70,Northridge,1,FTT,5011,Business Administration,22,Utilities,,,
70,Northridge,1,FTT,5011,Business Administration,23,Construction,10,"$61,713","$59,110"
70,Northridge,1,FTT,5011,Business Administration,31-33,Manufacturing,18,"$56,733","$61,090"
70,Northridge,1,FTT,5011,Business Administration,42,Wholesale Trade,13,"$45,000","$47,366"
70,Northridge,1,FTT,5011,Business Administration,44-45,Retail Trade,27,"$46,857","$49,071"
70,Northridge,1,FTT,5011,Business Administration,48-49,Transportation & Warehousing,,,
70,Northridge,1,FTT,5011,Business Administration,51,Information,17,"$67,083","$63,377"
70,Northridge,1,FTT,5011,Business Administration,52,Finance & Insurance,63,"$66,549","$63,802"
70,Northridge,1,FTT,5011,Business Administration,53,Real Estate & Rental & Leasing,9,"$52,175","$54,559"
70,Northridge,1,FTT,5011,Business Administration,54,"Professional, Scientific, & Technical Skills",60,"$48,118","$48,844"
70,Northridge,1,FTT,5011,Business Administration,55,Management of Companies & Enterprises,,,
70,Northridge,1,FTT,5011,Business Administration,56,Admin & Support & Waste Mgmt & Remediation,15,"$26,304","$35,824"
70,Northridge,1,FTT,5011,Business Administration,61,Educational Services,14,"$32,450","$36,357"
70,Northridge,1,FTT,5011,Business Administration,62,Health Care & Social Assistance,13,"$46,836","$57,170"
70,Northridge,1,FTT,5011,Business Administration,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTT,5011,Business Administration,72,Accommodation & Food Services,8,"$25,052","$20,469"
70,Northridge,1,FTT,5011,Business Administration,81,Other Services,6,"$48,369","$57,770"
70,Northridge,1,FTT,5011,Business Administration,99,Non-Classified,,,
70,Northridge,1,FTT,5011,Business Administration,92,Government,26,"$58,574","$61,677"
70,Northridge,1,FTT,5011,Business Administration,,Wages - No NAICS Code,27,"$8,845","$24,214"
70,Northridge,1,FTT,5012,Business Education,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTT,5012,Business Education,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,1,FTT,5012,Business Education,61,Educational Services,,,
70,Northridge,1,FTT,5021,Accounting,11,"Agriculture, Forestry, Fishing, & Hunting",6,"$45,313","$39,453"
70,Northridge,1,FTT,5021,Accounting,21,Mining,,,
70,Northridge,1,FTT,5021,Accounting,22,Utilities,7,"$101,415","$99,568"
70,Northridge,1,FTT,5021,Accounting,23,Construction,14,"$71,184","$65,735"
70,Northridge,1,FTT,5021,Accounting,31-33,Manufacturing,46,"$64,325","$61,675"
70,Northridge,1,FTT,5021,Accounting,42,Wholesale Trade,37,"$52,255","$53,259"
70,Northridge,1,FTT,5021,Accounting,44-45,Retail Trade,44,"$44,810","$49,577"
70,Northridge,1,FTT,5021,Accounting,48-49,Transportation & Warehousing,13,"$73,398","$64,718"
70,Northridge,1,FTT,5021,Accounting,51,Information,61,"$70,039","$67,700"
70,Northridge,1,FTT,5021,Accounting,52,Finance & Insurance,129,"$71,889","$73,148"
70,Northridge,1,FTT,5021,Accounting,53,Real Estate & Rental & Leasing,42,"$58,457","$66,135"
70,Northridge,1,FTT,5021,Accounting,54,"Professional, Scientific, & Technical Skills",464,"$71,365","$69,708"
70,Northridge,1,FTT,5021,Accounting,55,Management of Companies & Enterprises,7,"$61,578","$63,509"
70,Northridge,1,FTT,5021,Accounting,56,Admin & Support & Waste Mgmt & Remediation,68,"$56,216","$55,105"
70,Northridge,1,FTT,5021,Accounting,61,Educational Services,29,"$54,494","$58,331"
70,Northridge,1,FTT,5021,Accounting,62,Health Care & Social Assistance,45,"$46,518","$50,177"
70,Northridge,1,FTT,5021,Accounting,71,"Arts, Entertainment, & Recreation",10,"$42,967","$71,101"
70,Northridge,1,FTT,5021,Accounting,72,Accommodation & Food Services,16,"$37,452","$35,407"
70,Northridge,1,FTT,5021,Accounting,81,Other Services,20,"$59,447","$55,336"
70,Northridge,1,FTT,5021,Accounting,99,Non-Classified,,,
70,Northridge,1,FTT,5021,Accounting,92,Government,64,"$65,508","$71,890"
70,Northridge,1,FTT,5021,Accounting,,Wages - No NAICS Code,65,"$61,413","$57,519"
70,Northridge,1,FTT,5041,Finance,11,"Agriculture, Forestry, Fishing, & Hunting",7,"$34,885","$37,694"
70,Northridge,1,FTT,5041,Finance,22,Utilities,6,"$73,168","$86,817"
70,Northridge,1,FTT,5041,Finance,23,Construction,33,"$49,933","$51,984"
70,Northridge,1,FTT,5041,Finance,31-33,Manufacturing,104,"$69,237","$75,582"
70,Northridge,1,FTT,5041,Finance,42,Wholesale Trade,76,"$51,112","$60,336"
70,Northridge,1,FTT,5041,Finance,44-45,Retail Trade,96,"$47,891","$53,761"
70,Northridge,1,FTT,5041,Finance,48-49,Transportation & Warehousing,30,"$52,851","$53,458"
70,Northridge,1,FTT,5041,Finance,51,Information,135,"$71,278","$72,216"
70,Northridge,1,FTT,5041,Finance,52,Finance & Insurance,546,"$64,571","$74,652"
70,Northridge,1,FTT,5041,Finance,53,Real Estate & Rental & Leasing,80,"$58,884","$61,246"
70,Northridge,1,FTT,5041,Finance,54,"Professional, Scientific, & Technical Skills",208,"$56,799","$59,318"
70,Northridge,1,FTT,5041,Finance,55,Management of Companies & Enterprises,11,"$73,002","$101,028"
70,Northridge,1,FTT,5041,Finance,56,Admin & Support & Waste Mgmt & Remediation,109,"$44,234","$49,397"
70,Northridge,1,FTT,5041,Finance,61,Educational Services,54,"$52,378","$57,451"
70,Northridge,1,FTT,5041,Finance,62,Health Care & Social Assistance,102,"$34,000","$41,860"
70,Northridge,1,FTT,5041,Finance,71,"Arts, Entertainment, & Recreation",23,"$46,905","$45,911"
70,Northridge,1,FTT,5041,Finance,72,Accommodation & Food Services,29,"$34,655","$40,698"
70,Northridge,1,FTT,5041,Finance,81,Other Services,30,"$45,115","$45,378"
70,Northridge,1,FTT,5041,Finance,99,Non-Classified,,,
70,Northridge,1,FTT,5041,Finance,92,Government,79,"$60,858","$62,857"
70,Northridge,1,FTT,5041,Finance,,Wages - No NAICS Code,79,"$9,159","$23,786"
70,Northridge,1,FTT,5061,Management,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,1,FTT,5061,Management,22,Utilities,7,"$91,916","$85,407"
70,Northridge,1,FTT,5061,Management,23,Construction,28,"$51,247","$54,503"
70,Northridge,1,FTT,5061,Management,31-33,Manufacturing,63,"$65,850","$72,011"
70,Northridge,1,FTT,5061,Management,42,Wholesale Trade,57,"$56,517","$71,718"
70,Northridge,1,FTT,5061,Management,44-45,Retail Trade,98,"$51,592","$54,846"
70,Northridge,1,FTT,5061,Management,48-49,Transportation & Warehousing,19,"$47,868","$54,104"
70,Northridge,1,FTT,5061,Management,51,Information,67,"$57,036","$62,118"
70,Northridge,1,FTT,5061,Management,52,Finance & Insurance,236,"$61,609","$67,301"
70,Northridge,1,FTT,5061,Management,53,Real Estate & Rental & Leasing,62,"$53,157","$55,809"
70,Northridge,1,FTT,5061,Management,54,"Professional, Scientific, & Technical Skills",96,"$55,317","$66,980"
70,Northridge,1,FTT,5061,Management,55,Management of Companies & Enterprises,,,
70,Northridge,1,FTT,5061,Management,56,Admin & Support & Waste Mgmt & Remediation,66,"$51,425","$54,494"
70,Northridge,1,FTT,5061,Management,61,Educational Services,35,"$47,616","$43,022"
70,Northridge,1,FTT,5061,Management,62,Health Care & Social Assistance,80,"$40,678","$46,933"
70,Northridge,1,FTT,5061,Management,71,"Arts, Entertainment, & Recreation",20,"$30,888","$32,150"
70,Northridge,1,FTT,5061,Management,72,Accommodation & Food Services,50,"$45,941","$46,082"
70,Northridge,1,FTT,5061,Management,81,Other Services,23,"$52,220","$48,424"
70,Northridge,1,FTT,5061,Management,99,Non-Classified,6,"$16,208","$33,963"
70,Northridge,1,FTT,5061,Management,92,Government,53,"$70,035","$65,414"
70,Northridge,1,FTT,5061,Management,,Wages - No NAICS Code,44,"$8,475","$19,712"
70,Northridge,1,FTT,5062,Management,42,Wholesale Trade,,,
70,Northridge,1,FTT,5062,Management,51,Information,,,
70,Northridge,1,FTT,5062,Management,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,1,FTT,5064,Production and Operations Management,31-33,Manufacturing,,,
70,Northridge,1,FTT,5064,Production and Operations Management,42,Wholesale Trade,,,
70,Northridge,1,FTT,5064,Production and Operations Management,51,Information,,,
70,Northridge,1,FTT,5064,Production and Operations Management,52,Finance & Insurance,,,
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,21,Mining,,,
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,22,Utilities,,,
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,23,Construction,,,
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,31-33,Manufacturing,20,"$66,501","$69,986"
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,42,Wholesale Trade,6,"$70,213","$61,397"
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,44-45,Retail Trade,14,"$63,188","$61,280"
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,48-49,Transportation & Warehousing,,,
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,51,Information,5,"$72,568","$64,366"
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,52,Finance & Insurance,10,"$49,256","$60,918"
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,54,"Professional, Scientific, & Technical Skills",9,"$54,765","$54,315"
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,56,Admin & Support & Waste Mgmt & Remediation,6,"$60,007","$59,468"
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,61,Educational Services,,,
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,62,Health Care & Social Assistance,,,
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,72,Accommodation & Food Services,,,
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,92,Government,,,
70,Northridge,1,FTT,5072,Management Systems Analysis / Operations Research,,Wages - No NAICS Code,,,
70,Northridge,1,FTT,5091,Marketing,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,1,FTT,5091,Marketing,21,Mining,,,
70,Northridge,1,FTT,5091,Marketing,23,Construction,24,"$50,602","$54,635"
70,Northridge,1,FTT,5091,Marketing,31-33,Manufacturing,74,"$63,851","$64,860"
70,Northridge,1,FTT,5091,Marketing,42,Wholesale Trade,120,"$58,023","$68,487"
70,Northridge,1,FTT,5091,Marketing,44-45,Retail Trade,113,"$56,428","$54,135"
70,Northridge,1,FTT,5091,Marketing,48-49,Transportation & Warehousing,16,"$58,434","$60,997"
70,Northridge,1,FTT,5091,Marketing,51,Information,117,"$62,620","$65,929"
70,Northridge,1,FTT,5091,Marketing,52,Finance & Insurance,172,"$56,652","$59,782"
70,Northridge,1,FTT,5091,Marketing,53,Real Estate & Rental & Leasing,52,"$51,972","$52,885"
70,Northridge,1,FTT,5091,Marketing,54,"Professional, Scientific, & Technical Skills",169,"$57,140","$59,506"
70,Northridge,1,FTT,5091,Marketing,55,Management of Companies & Enterprises,,,
70,Northridge,1,FTT,5091,Marketing,56,Admin & Support & Waste Mgmt & Remediation,72,"$45,391","$49,025"
