guid,entry_status,major,in_school_earning,fin_aid_0,fin_aid_3000,fin_aid_10000,,,,,Fin Aid $0,"Fin Aid $3,000","Fin Aid $10,000"
78f3d394-d098-49b7-9cfd-3af3ef8177a3,FTT,Construction Engineering Technology,10500,17.74596283,20.95672544,31.42965427,,,,,0.1774596283,0.2095672544,0.3142965427
f6f534db-3c82-4e1d-ad31-0cbdeee55367,FTT,Creative Writing,0,NA,NA,NA,,,,,NA,NA,NA
6937216b-18d9-4df5-a410-f3b933ca9755,FTT,Creative Writing,4500,NA,NA,NA,,,,,NA,NA,NA
6501286f-eeb4-4d34-94eb-e701e8b055ee,FTT,Creative Writing,10500,NA,NA,NA,,,,,NA,NA,NA
26da2279-fae9-481e-bf3d-30170c3598f1,FTT,Criminal Justice,0,5.620987507,7.166477616,11.61353454,,,,,0.05620987507,0.07166477616,0.1161353454
02e3d7d9-6f54-44dd-939c-842f25588a52,FTT,Criminal Justice,4500,8.002614397,9.846112864,15.59971454,,,,,0.08002614397,0.09846112864,0.1559971454
e7804e23-9c8c-482b-ba94-6def0445e107,FTT,Criminal Justice,10500,11.99897375,14.59951315,23.86644266,,,,,0.1199897375,0.1459951315,0.2386644266
5fb5f142-3aac-4dc9-b8e2-bde2579ae0ea,FTT,Cultural Resources Management,0,NA,NA,NA,,,,,NA,NA,NA
25b79d64-d178-4da5-8270-4fc1c6c538e8,FTT,Cultural Resources Management,4500,NA,NA,NA,,,,,NA,NA,NA
f955e8c2-a78a-4571-8a6d-0fe3e29e5590,FTT,Cultural Resources Management,10500,NA,NA,NA,,,,,NA,NA,NA
ee89eef4-4061-4776-a463-5221d83fe704,FTT,Dance,0,NA,NA,NA,,,,,NA,NA,NA
29edc834-6044-48db-b828-aca1e648440b,FTT,Dance,4500,NA,NA,NA,,,,,NA,NA,NA
c9912502-9ad3-43fd-8ebe-95defdb001ad,FTT,Dance,10500,NA,NA,NA,,,,,NA,NA,NA
b1af55ea-6869-474b-af5d-e0f91b8083e0,FTT,Dance - Performance,0,5.007527987,6.41503897,10.3355256,,,,,0.05007527987,0.0641503897,0.103355256
8b392161-7d39-4191-9eb5-1238f44a4ac7,FTT,Dance - Performance,4500,7.16674921,8.799859357,13.7077456,,,,,0.0716674921,0.08799859357,0.137077456
d25a04fe-e8fa-4cba-85b0-1d2a0cfca688,FTT,Dance - Performance,10500,10.66677327,12.87168812,20.50111784,,,,,0.1066677327,0.1287168812,0.2050111784
78756901-d9be-42e6-b127-66268821ab6d,FTT,Deaf Studies,0,5.813482222,7.813423258,15.0128672,,,,,0.05813482222,0.07813423258,0.150128672
5cd5ab7e-75f5-4dfc-bdad-00e9772d8bd7,FTT,Deaf Studies,4500,8.976739429,11.81552652,24.75123807,,,,,0.08976739429,0.1181552652,0.2475123807
e7692244-8f28-4267-b65e-c9b1f8da1a0c,FTT,Deaf Studies,10500,15.78786049,21.91825339,64.3220597,,,,,0.1578786049,0.2191825339,0.643220597
6400dbcd-2b1e-4426-b3e7-c2da841c7a21,FTT,Design,0,6.64745614,8.512996405,14.44437665,,,,,0.0664745614,0.08512996405,0.1444437665
b84d499f-82e9-4905-9cc1-b46c845b52df,FTT,Design,4500,9.5586609,11.97079916,20.74853716,,,,,0.095586609,0.1197079916,0.2074853716
29fb40b1-4d9f-4895-b7f3-aacc1cfc2af8,FTT,Design,10500,15.00749528,19.05981132,38.62617253,,,,,0.1500749528,0.1905981132,0.3862617253
99935b59-61c3-4f5f-97b1-931f8a3d63eb,FTT,Dietetics/Nutritional Science,0,10.68433499,13.58312442,23.85381896,,,,,0.1068433499,0.1358312442,0.2385381896
